"Facility Name","CMS Certification Number (CCN)","Alternate CCN","Address","City","State","Zip Code","Network","Measure Name","Achievement Measure Ratio","SHR Measure Score","SHR Reason for No Score (See Footnotes File)","State Average SHR Measure Score","National Average SHR Measure Score"
"FRESENIUS MEDICAL CARE DILLON","422532","-","1304 HIGHWAY 301 SOUTH","DILLON","SC","29536","Network 6","Standardized Hospitalization Ratio","153.57","2","-","3","3"
"FRESENIUS MEDICAL CARE - DODGEVILLE","522604","-","800 COMPASSION WAY","DODGEVILLE","WI","53533","Network 11","Standardized Hospitalization Ratio","74.95","10","-","4","3"
"Fresenius Medical Care Dogwood LLC","252594","-","205B BELLE MEADE PT","FLOWOOD","MS","39232","Network 8","Standardized Hospitalization Ratio","142.43","3","-","4","3"
"Fresenius Medical Care Dumfries","492697","-","3671 FETTLER PARK DRIVE","DUMFRIES","VA","22025","Network 5","Standardized Hospitalization Ratio","138.98","4","-","4","3"
"FRESENIUS MEDICAL CARE EAGLE PASS","452541","-","3065 MEGAN STREET","EAGLE PASS","TX","78852","Network 14","Standardized Hospitalization Ratio","139.11","4","-","2","3"
"Fresenius Medical Care East Fort Worth, LLC","452563","-","6324 MEADOWBROOK DR","Fort Worth","TX","76120","Network 14","Standardized Hospitalization Ratio","187.95","0","-","2","3"
"Fresenius Medical Care East McComb Dialysis, LLC","252597","-","103 BUSINESS CENTER DR","MCCOMB","MS","39648","Network 8","Standardized Hospitalization Ratio","135.36","4","-","4","3"
"Fresenius Medical Care East Northampton County","342586","-","121 NORTH CHURCH ST","CONWAY","NC","27820","Network 6","Standardized Hospitalization Ratio","91.75","9","-","4","3"
"FRESENIUS MEDICAL CARE EDINBURG KIDNEY CENTER","452767","-","5406 SOUTH JACKSON ROAD","EDINBURG","TX","78539","Network 14","Standardized Hospitalization Ratio","140.84","3","-","2","3"
"Fresenius Medical Care Ella, LLC","672853","-","2850 KIRBY DRIVE","PEARLAND","TX","77584","Network 14","Standardized Hospitalization Ratio","139.07","4","-","2","3"
"Fresenius Medical Care Ella, LLC","672551","-","1900 NORTH LOOP W STE 200","HOUSTON","TX","77018","Network 14","Standardized Hospitalization Ratio","136.82","4","-","2","3"
"FRESENIUS MEDICAL CARE EL PASO GATEWAY","452640","-","10767 GATEWAY WEST","EL PASO","TX","79935","Network 14","Standardized Hospitalization Ratio","178.22","0","-","2","3"
"Fresenius Medical Care El Paso Transmountain, LLC","742518","-","10112 DYER ST","El Paso","TX","79924","Network 14","Standardized Hospitalization Ratio","161.94","1","-","2","3"
"Fresenius Medical Care Emerald Valley","382574","-","350 Q STREET","SPRINGFIELD","OR","97477","Network 16","Standardized Hospitalization Ratio","82.43","10","-","5","3"
"FRESENIUS MEDICAL CARE ENNIS","452582","-","711 B SOUTH CLAY STREET","ENNIS","TX","75119","Network 14","Standardized Hospitalization Ratio","190.10","0","-","2","3"
"FRESENIUS MEDICAL CARE ESSEX DUNDALK, LLC","212676","-","110 STEMMERS RUN RD","ESSEX","MD","21221","Network 5","Standardized Hospitalization Ratio","90.01","9","-","6","3"
"FRESENIUS MEDICAL CARE EVANS","112793","-","696 INDUSTRIAL PARK DR","EVANS","GA","30809","Network 6","Standardized Hospitalization Ratio","157.94","3","-","3","3"
"FRESENIUS MEDICAL CARE FAIRFIELD COUNTY","422581","-","1126 HWY 321 BUSINESS SOUTH STE A","WINNSBORO","SC","29180","Network 6","Standardized Hospitalization Ratio","92.18","9","-","3","3"
"Fresenius Medical Care Fairmount Heights","212745","-","6301 WALKER MILL RD","Capitol Heights","MD","20743","Network 5","Standardized Hospitalization Ratio","70.79","10","-","6","3"
"FRESENIUS MEDICAL CARE FALFURRIAS","672584","-","720 NORTH SAINT MARYS STREET","FALFURRIAS","TX","78355","Network 14","Standardized Hospitalization Ratio","134.72","4","-","2","3"
"Fresenius Medical Care Farmville","342706","-","4302 S. MAIN STREET","FARMVILLE","NC","27828","Network 6","Standardized Hospitalization Ratio","131.33","5","-","4","3"
"FRESENIUS MEDICAL CARE FONDREN","452560","-","7011 REGENCY SQUARE BLVD","HOUSTON","TX","77036","Network 14","Standardized Hospitalization Ratio","232.75","0","-","2","3"
"Fresenius Medical Care Fort Lawn","422621","-","5707 WILLOWBROOK ST","FORT LAWN","SC","29714","Network 6","Standardized Hospitalization Ratio","68.89","10","-","3","3"
"FRESENIUS MEDICAL CARE FORT STOCKTON, LLC","672639","-","387 INTERSTATE 10 W","FORT STOCKTON","TX","79735","Network 14","Standardized Hospitalization Ratio","72.41","10","-","2","3"
"Fresenius Medical Care Framingham","222504","-","110 MT. WAYTE AVE.","FRAMINGHAM","MA","01702","Network 1","Standardized Hospitalization Ratio","129.63","5","-","2","3"
"FRESENIUS MEDICAL CARE FRESNO, LLC","552820","-","1899 NORTH HELM AVE SUITE 101","FRESNO","CA","93727","Network 17","Standardized Hospitalization Ratio","129.07","5","-","4","3"
"FRESENIUS MEDICAL CARE  FT WORTH PARKWAY","672568","-","6551 HARRIS PARKWAY","FORT WORTH","TX","76132","Network 14","Standardized Hospitalization Ratio","149.00","3","-","2","3"
"FRESENIUS MEDICAL CARE GAINESVILLE","112634","-","1856 THOMPSON BRIDGE ROAD","GAINESVILLE","GA","30501","Network 6","Standardized Hospitalization Ratio","150.90","2","-","3","3"
"FRESENIUS MEDICAL CARE GASTONIA","342513","-","348 BURTONWOOD DR","GASTONIA","NC","28054","Network 6","Standardized Hospitalization Ratio","131.19","5","-","4","3"
"Fresenius Medical Care Glen Burnie, LLC","212756","-","8028 RITCHIE HWY","Pasadena","MD","21122","Network 5","Standardized Hospitalization Ratio","No Rate","No Score","13","6","3"
"Fresenius Medical Care Goodlettsville, LLC","442752","-","740A CONFERENCE DR","GOODLETTSVILLE","TN","37072","Network 8","Standardized Hospitalization Ratio","115.17","6","-","3","3"
"FRESENIUS MEDICAL CARE GRAHAM","672684","-","1531 HIGHWAY 380 BYPASS","GRAHAM","TX","76450","Network 14","Standardized Hospitalization Ratio","180.80","0","-","2","3"
"Fresenius Medical Care Granbury LLC","452805","-","1030 E. HWY. 377","GRANBURY","TX","76048","Network 14","Standardized Hospitalization Ratio","125.82","5","-","2","3"
"FRESENIUS MEDICAL CARE GRAND PRAIRIE","672633","-","825 DALWORTH STREET","GRAND PRAIRIE","TX","75050","Network 14","Standardized Hospitalization Ratio","130.54","5","-","2","3"
"Fresenius Medical Care Greater Southeast Houston, LLC","452757","-","8900 EMMETT F. LOWRY EXP","TEXAS CITY","TX","77591","Network 14","Standardized Hospitalization Ratio","245.08","0","-","2","3"
"FRESENIUS MEDICAL CARE GREATER SOUTHEAST HOUSTON, LLC","672864","-","5040 CRENSHAW ROAD","PASADENA","TX","77505","Network 14","Standardized Hospitalization Ratio","144.35","3","-","2","3"
"FRESENIUS MEDICAL CARE GREATER SOUTHEAST HOUSTON, LLC","452754","-","3567 PALMER HWY","TEXAS CITY","TX","77590","Network 14","Standardized Hospitalization Ratio","235.12","0","-","2","3"
"Fresenius Medical Care Green Bay Dialysis, LLC","522627","-","2670 MONROE ROAD","De Pere","WI","54115","Network 11","Standardized Hospitalization Ratio","133.13","4","-","4","3"
"Fresenius Medical Care Green Bay, LLC","522622","-","2240 HOLMGREN WAY","Green Bay","WI","54304","Network 11","Standardized Hospitalization Ratio","91.26","9","-","4","3"
"FRESENIUS MEDICAL CARE HABERSHAM","112800","-","735 N HISTORIC HWY 441","DEMOREST","GA","30535","Network 6","Standardized Hospitalization Ratio","196.76","0","-","3","3"
"Fresenius Medical Care Hackensack","312626","-","458 PASSAIC STREET","HACKENSACK","NJ","07601","Network 3","Standardized Hospitalization Ratio","122.23","6","-","3","3"
"FRESENIUS MEDICAL CARE HALL COUNTY","112621","-","1492 JESSE JEWELL PKWY SE","GAINESVILLE","GA","30501","Network 6","Standardized Hospitalization Ratio","130.81","5","-","3","3"
"FRESENIUS MEDICAL CARE HARKER HEIGHTS","672766","-","625 W CENTRAL TEXAS EXPRESSWAY","HARKER HEIGHTS","TX","76548","Network 14","Standardized Hospitalization Ratio","232.00","0","-","2","3"
"FRESENIUS MEDICAL CARE - HASTINGS","232683","-","1230 W STATE ST STE C","HASTINGS","MI","49058","Network 11","Standardized Hospitalization Ratio","148.25","3","-","3","3"
"FRESENIUS MEDICAL CARE HENDERSON COUNTY","452812","-","1220 S PALESTINE STREET","ATHENS","TX","75751","Network 14","Standardized Hospitalization Ratio","218.07","0","-","2","3"
"FRESENIUS MEDICAL CARE HENRY COUNTY","112659","-","1365 ROCK QUARRY ROAD, ST 100","STOCKBRIDGE","GA","30281","Network 6","Standardized Hospitalization Ratio","182.55","0","-","3","3"
"Fresenius Medical Care Hephzibah","112613","-","3801 WOODLAKE DRIVE","HEPHZIBAH","GA","30815","Network 6","Standardized Hospitalization Ratio","192.73","0","-","3","3"
"FRESENIUS MEDICAL CARE HEREFORD","452660","-","533 N 25 MILE AVE STE A","HEREFORD","TX","79045","Network 14","Standardized Hospitalization Ratio","140.06","4","-","2","3"
"FRESENIUS MEDICAL CARE HIGHLANDS","112737","-","2700 HIGHLANDS PARKWAY STE A","SMYRNA","GA","30082","Network 6","Standardized Hospitalization Ratio","135.69","4","-","3","3"
"Fresenius Medical Care - High Point","342720","-","1320 EASTCHESTER DRIVE","HIGH POINT","NC","27265","Network 6","Standardized Hospitalization Ratio","141.03","3","-","4","3"
"FRESENIUS MEDICAL CARE HIRAM","112830","-","3919 ATLANTA HIGHWAY","HIRAM","GA","30141","Network 6","Standardized Hospitalization Ratio","204.36","0","-","3","3"
"Fresenius Medical Care Holliday Dialysis LLC","742532","-","1104 HOLLIDAY ST","WICHITA FALLS","TX","76301","Network 14","Standardized Hospitalization Ratio","193.52","0","-","2","3"
"FRESENIUS MEDICAL CARE HOLLY SPRINGS, LLC","342755","-","105 COTTEN LANE","Holly Springs","NC","27540","Network 6","Standardized Hospitalization Ratio","148.26","3","-","4","3"
"FRESENIUS MEDICAL CARE HONEYCREEK DIALYSIS, LLC","112712","-","11415 BROWN BRIDGE ROAD","COVINGTON","GA","30016","Network 6","Standardized Hospitalization Ratio","150.67","2","-","3","3"
"FRESENIUS MEDICAL CARE HONEYCREEK DIALYSIS, LLC","112599","-","1285 WELLBROOK CIRCLE","CONYERS","GA","30012","Network 6","Standardized Hospitalization Ratio","168.29","0","-","3","3"
"FRESENIUS MEDICAL CARE HORIZON DIALYSIS","672573","-","12245 ROJAS DRIVE","EL PASO","TX","79936","Network 14","Standardized Hospitalization Ratio","141.69","3","-","2","3"
"FRESENIUS MEDICAL CARE HOUSTON HOME LLC","672562","-","9001 KIRBY DRIVE","Houston","TX","77054","Network 14","Standardized Hospitalization Ratio","202.90","0","-","2","3"
"Fresenius Medical Care Huntsville Home, LLC","012671","-","2325 PANSY STREET","HUNTSVILLE","AL","35801","Network 8","Standardized Hospitalization Ratio","130.18","5","-","4","3"
"Fresenius Medical Care Imperial Point, LLC","102587","-","6264 N FEDERAL HWY","FORT LAUDERDALE","FL","33308","Network 7","Standardized Hospitalization Ratio","265.45","0","-","2","3"
"Fresenius Medical Care Indiana, LLC","152691","-","6826 MADISON AVENUE","INDIANAPOLIS","IN","46227","Network 9","Standardized Hospitalization Ratio","203.67","0","-","4","3"
"FRESENIUS MEDICAL CARE IRMO","422582","-","1012 LYKES LANE","IRMO","SC","29063","Network 6","Standardized Hospitalization Ratio","164.79","1","-","3","3"
"FRESENIUS MEDICAL CARE IRVING","452561","-","1625 NORTH STORY ROAD","IRVING","TX","75061","Network 14","Standardized Hospitalization Ratio","140.17","4","-","2","3"
"FRESENIUS MEDICAL CARE - JACKSON OAKS","232662","-","128 N ELM AVE","JACKSON","MI","49202","Network 11","Standardized Hospitalization Ratio","158.95","1","-","3","3"
"FRESENIUS MEDICAL CARE JOHNSONVILLE","422618","-","200 STUCKEY ST","JOHNSONVILLE","SC","29555","Network 6","Standardized Hospitalization Ratio","188.77","0","-","3","3"
"Fresenius Medical Care Jonesboro, LLC","112897","-","8060 SUMMIT BUSINESS PARKWAY","JONESBORO","GA","30236","Network 6","Standardized Hospitalization Ratio","121.89","6","-","3","3"
"FRESENIUS MEDICAL CARE KATY","672774","-","21755 PROVINCIAL BLVD","KATY","TX","77450","Network 14","Standardized Hospitalization Ratio","133.11","4","-","2","3"
"FRESENIUS MEDICAL CARE KAUFMAN","452794","-","2213 OLD KEMP HIGHWAY","KAUFMAN","TX","75142","Network 14","Standardized Hospitalization Ratio","183.53","0","-","2","3"
"FRESENIUS MEDICAL CARE KELLER, LLC","742548","-","3700 N TARRANT PKWY","FORT WORTH","TX","76177","Network 14","Standardized Hospitalization Ratio","218.61","0","-","2","3"
"FRESENIUS MEDICAL CARE KIEST STATION","672564","-","5148 SOUTH LANCASTER, SUITE B","DALLAS","TX","75241","Network 14","Standardized Hospitalization Ratio","151.58","2","-","2","3"
"Fresenius Medical Care Kings Crossing, LLC","742560","-","5834 YORKTOWN BLVD","CORPUS CHRISTI","TX","78414","Network 14","Standardized Hospitalization Ratio","173.06","0","-","2","3"
"Fresenius Medical Care Kingwood, LLC","672847","-","9767 FM 1960 BYPASS RD W","HUMBLE","TX","77338","Network 14","Standardized Hospitalization Ratio","170.08","0","-","2","3"
"FRESENIUS MEDICAL CARE KOKE MILL LLC","142819","-","2550 S. KOKE MILL ROAD","SPRINGFIELD","IL","62711","Network 10","Standardized Hospitalization Ratio","129.65","5","-","3","3"
"FRESENIUS MEDICAL CARE LAKE LANIER","112743","-","2565 THOMPSON BRIDGE ROAD","GAINESVILLE","GA","30501","Network 6","Standardized Hospitalization Ratio","101.28","8","-","3","3"
"FRESENIUS MEDICAL CARE - LAKEVILLE","242602","-","17592 DODD BLVD","LAKEVILLE","MN","55044","Network 11","Standardized Hospitalization Ratio","110.44","7","-","4","3"
"Fresenius Medical Care Lakewood Ranch, LLC","682713","-","1939 WORTH COURT","Bradenton","FL","34211","Network 7","Standardized Hospitalization Ratio","199.46","0","-","2","3"
"Fresenius Medical Care Lakewood Ranch, LLC","682716","-","6600 UNIVERSITY PARKWAY","Sarasota","FL","34240","Network 7","Standardized Hospitalization Ratio","192.97","0","-","2","3"
"Fresenius Medical Care Lamesa, LLC","742520","-","1600 N BRYAN AVE","LAMESA","TX","79331","Network 14","Standardized Hospitalization Ratio","135.56","4","-","2","3"
"FRESENIUS MEDICAL CARE LAMPASAS","672565","-","1202 CENTRAL TEXAS EXPRESSWAY","LAMPASAS","TX","76550","Network 14","Standardized Hospitalization Ratio","197.92","0","-","2","3"
"FRESENIUS MEDICAL CARE - LANSING WEST","232679","-","916 MALL DR E STE 100","LANSING","MI","48917","Network 11","Standardized Hospitalization Ratio","123.35","5","-","3","3"
"Fresenius Medical Care Laredo, LLC","672877","-","2441 MONARCH DR.","LAREDO","TX","78045","Network 14","Standardized Hospitalization Ratio","138.44","4","-","2","3"
"FRESENIUS MEDICAL CARE LEXINGTON","422517","-","131 WHISPERING WINDS DR","LEXINGTON","SC","29072","Network 6","Standardized Hospitalization Ratio","104.54","8","-","3","3"
"Fresenius Medical Care Livingston, LLC","312642","-","348 EAST NORTHFIELD ROAD","LIVINGSTON","NJ","07039","Network 3","Standardized Hospitalization Ratio","162.91","1","-","3","3"
"Fresenius Medical Care Livingston (Texas), LLC","742514","-","101 W PARK DR","LIVINGSTON","TX","77351","Network 14","Standardized Hospitalization Ratio","218.79","0","-","2","3"
"Fresenius Medical Care Locust Grove LLC","852564","-","2855-GA-155 S","Locust Grove","GA","30248","Network 6","Standardized Hospitalization Ratio","132.44","4","-","3","3"
"Fresenius Medical Care Loganville, LLC","112755","-","3431 HWY 81 S","LOGANVILLE","GA","30052","Network 6","Standardized Hospitalization Ratio","185.86","0","-","3","3"
"Fresenius Medical Care Londonderry","302510","-","1F COMMON DRIVE","LONDONDERRY","NH","03053","Network 1","Standardized Hospitalization Ratio","155.06","2","-","4","3"
"FRESENIUS MEDICAL CARE LONG BEACH, LLC","752542","-","2789 LONG BEACH BLVD","LONG BEACH","CA","90806","Network 18","Standardized Hospitalization Ratio","85.45","10","-","4","3"
"Fresenius Medical Care Low Country Home Dialysis","422658","-","1980 N MAIN ST","SUMMERVILLE","SC","29483","Network 6","Standardized Hospitalization Ratio","146.01","3","-","3","3"
"FRESENIUS MEDICAL CARE LOWER RICHLAND","422564","-","1840 PINEVIEW DRIVE","COLUMBIA","SC","29209","Network 6","Standardized Hospitalization Ratio","135.54","4","-","3","3"
"FRESENIUS MEDICAL CARE LUBBOCK","452568","-","2710 AVENUE Q","LUBBOCK","TX","79411","Network 14","Standardized Hospitalization Ratio","131.20","5","-","2","3"
"FRESENIUS MEDICAL CARE - MADISON CAPITOL","522602","-","2840 INDEX ROAD","Fitchburg","WI","53713","Network 11","Standardized Hospitalization Ratio","149.20","2","-","4","3"
"Fresenius Medical Care Madison Home, LLC","012725","-","1896 SLAUGHTER RD","Madison","AL","35758","Network 8","Standardized Hospitalization Ratio","No Rate","No Score","13","4","3"
"FRESENIUS MEDICAL CARE MADRAS DIALYSIS","382573","-","1077 SW HIGHWAY 97","MADRAS","OR","97741","Network 16","Standardized Hospitalization Ratio","99.27","8","-","5","3"
"Fresenius Medical Care Mallard Creek","342766","-","2210 W ARBORS DRIVE","Charlotte","NC","28262","Network 6","Standardized Hospitalization Ratio","79.31","10","-","4","3"
"FRESENIUS MEDICAL CARE - MANITOWOC","522594","-","3711 DEWEY ST","MANITOWOC","WI","54220","Network 11","Standardized Hospitalization Ratio","134.51","4","-","4","3"
"Fresenius Medical Care Manning","422537","-","3701 SUMTER HWY","MANNING","SC","29102","Network 6","Standardized Hospitalization Ratio","98.48","8","-","3","3"
"FRESENIUS MEDICAL CARE MARKET STREET DIALYSIS, LLC","742557","-","12098 EAST FWY","Houston","TX","77029","Network 14","Standardized Hospitalization Ratio","106.80","7","-","2","3"
"FRESENIUS MEDICAL CARE - MARQUETTE","232674","-","1009 HARBOR HILLS DR","MARQUETTE","MI","49855","Network 11","Standardized Hospitalization Ratio","156.54","2","-","3","3"
"FRESENIUS MEDICAL CARE MATTHEWS","342681","-","910 PARK CENTER DRIVE","MATTHEWS","NC","28105","Network 6","Standardized Hospitalization Ratio","132.35","4","-","4","3"
"Fresenius Medical Care Maumee Home LLC","362857","-","6546 WEATHERFIELD CT","MAUMEE","OH","43537","Network 9","Standardized Hospitalization Ratio","141.52","3","-","3","3"
"FRESENIUS MEDICAL CARE MCALLEN","452508","-","1325 EAST QUEBEC","MCALLEN","TX","78503","Network 14","Standardized Hospitalization Ratio","125.15","5","-","2","3"
"Fresenius Medical Care McCalla, LLC","012678","-","4748 BELL HILL ROAD","BESSEMER","AL","35022","Network 8","Standardized Hospitalization Ratio","127.17","5","-","4","3"
"Fresenius Medical Care Meridian Home, LLC","252598","-","2400 15TH ST","Meridian","MS","39301","Network 8","Standardized Hospitalization Ratio","156.76","2","-","4","3"
"Fresenius Medical Care Merrimack Valley","222582","-","100 MILK STREET","METHUEN","MA","01844","Network 1","Standardized Hospitalization Ratio","140.53","3","-","2","3"
"FRESENIUS MEDICAL CARE MIDTOWN","422546","-","150 PARK CENTRAL DRIVE","COLUMBIA","SC","29203","Network 6","Standardized Hospitalization Ratio","156.37","2","-","3","3"
"FRESENIUS MEDICAL CARE - MIDWAY ST PAUL","242562","-","586 RICE ST","SAINT PAUL","MN","55103","Network 11","Standardized Hospitalization Ratio","205.90","0","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST 27TH STREET BRANCH","522573","-","3120 S 27TH ST","MILWAUKEE","WI","53215","Network 11","Standardized Hospitalization Ratio","229.25","0","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST APPLETON AVE","522571","-","7793 W APPLETON AVE","MILWAUKEE","WI","53222","Network 11","Standardized Hospitalization Ratio","155.19","2","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST DIALYSIS LLC","522628","-","7795 W APPLETON AVE","MILWAUKEE","WI","53222","Network 11","Standardized Hospitalization Ratio","No Rate","No Score","13","4","3"
"FRESENIUS MEDICAL CARE MIDWEST DIALYSIS, LLC","522512","-","4021 N 52ND ST","MILWAUKEE","WI","53216","Network 11","Standardized Hospitalization Ratio","189.68","0","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST DIALYSIS, LLC","522618","-","5125 W MORGAN AVE","GREENFIELD","WI","53220","Network 11","Standardized Hospitalization Ratio","166.93","0","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST GLENDALE","522542","-","400 W  ESTABROOK BLVD","GLENDALE","WI","53212","Network 11","Standardized Hospitalization Ratio","139.51","4","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST GOOD HOPE","522524","-","7701 W CLINTON AVE","MILWAUKEE","WI","53223","Network 11","Standardized Hospitalization Ratio","149.32","2","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST KENOSHA","522564","-","6810 GREEN BAY RD","KENOSHA","WI","53142","Network 11","Standardized Hospitalization Ratio","151.31","2","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST LAKESHORE","522561","-","2000 E LAYTON AVE STE 200","SAINT FRANCIS","WI","53235","Network 11","Standardized Hospitalization Ratio","158.75","1","-","4","3"
"FRESENIUS MEDICAL CARE MIDWEST NEPHROLOGY ASSOCIATES BURLINGTON, LLC","522619","-","2049 LYNCH WAY","BURLINGTON","WI","53105","Network 11","Standardized Hospitalization Ratio","87.97","10","-","4","3"
